text,labels
今天想當有趣的人我問一個開放式問題,人際;魅力;表達;人緣
今天想當學徒我去請教一位前輩,學習;人脈;智慧;謙遜
今天想當老師我把知識寫成卡片,學習;表達;記憶力;事業
今天想當工匠我打磨一個小細節,事業;專注;自律;成長
今天想當旅人我走另一條回家路,好奇;勇氣;正能量;身心平衡
今天想當收藏家我收集三個今天的綠色,記憶力;靜心;創意;正能量
今天想當調香師我混合兩種香氛,自愛;安神;身心平衡;舒壓
今天想當園丁我剪掉一枝枯葉,家居;淨化;平衡氣場;正能量
今天想當工程師我把流程自動化一段,效率;工具化;事業;清晰
今天想當設計師我把版面留白再留白,表達;清晰;事業;美感
今天想當導演我用三幕式講好故事,表達;事業;智慧;清晰
今天想當財務長我盤點資產負債,財富;清晰;理性;招財
今天想當教練我給自己一個可達小挑戰,成長;動力;行動力;自律
今天想當研究員我檢索三篇一手文獻,學習;視野;智慧;清晰
今天想當詩人我寫一行關於風的句子,表達;創意;靜心;正能量
今天想當木匠我把椅子螺絲鎖緊,家居;保平安;清晰
今天想當航海士我看一會兒遠方地平線,靜心;安神;身心平衡;視野
今天想當音樂人我跟拍手十下找節奏,活力;身心平衡;創意;安神
今天想當攝影師我練一比三構圖,學習;創意;表達;清晰
今天想當廚師我試新的調味比例,家居;創意;健康;成長
今天想當調酒師我做一杯無酒精特調,健康;身心平衡;安神;自愛
今天想當策展人我把桌面物品按色譜排,清晰;美感;平衡氣場
看到路邊花我停下來聞一口,靜心;自愛;安神;正能量
看到藍天我把肩膀往下沉,身心平衡;鎮定;安神;舒壓
聽到喇叭怒我深呼吸三次再走,鎮定;安神;保平安;冷靜
遇到塞車我播放長內容沉浸,學習;邊界;自律;專注
遇到排隊我練站姿與核心,健康;魅力;自信;身心平衡
遇到冷風我把圍巾圍高一點,保平安;自愛;健康;安神
遇到小確幸我拍照存進「好事夾」,記憶力;正能量;自我療癒;表達
遇到壞消息我只處理可控範圍,冷靜;清晰;策略;保護
遇到誤解我先重述我聽到的,人際;表達;智慧;冷靜
遇到邀約我查日曆再答覆,邊界;保平安;表達;人際
午后下雨我把心裡迅雷關掉,靜心;安神;身心平衡;鎮定
晚風很溫我走出門讓它吹一下,安神;身心平衡;正能量;舒壓
星光不多我還是抬頭數三顆,靜心;助眠;安神;自我療癒
睡前腦吵我用紙寫完丟進抽屜,助眠;釋放;安神;清晰
隔天想早起我九點半就熄燈,助眠;自律;健康;身心平衡
想要好皮膚我喝兩杯白開水,健康;自律;身心平衡;自愛
想要好體態我練三組深蹲,健康;活力;身心平衡;自律
想要好口條我讀新聞給自己聽,表達;學習;自信;智慧
想要好記憶我畫心智圖,記憶力;學習;清晰;創意
想要好專注我關通知並戴耳罩,專注;邊界;工具化;冷靜
想要好人緣我稱呼對方名字,人緣;魅力;人際;愛
想要好桃花我練真誠讚美,愛情;人緣;魅力;表達
想要好財運我先記帳後消費,財富;招財;自律;理性
想要好平安我檢查瓦斯與門鎖,保平安;家居;保護;清晰
想要好助孕我與伴侶建立晚安儀式,健康;保平安;身心平衡;安神
想要好運氣我整理玄關照亮入口,開運;家居;平衡氣場;淨化

早上鬧鐘連射我還是想賴床我把腳先踩到地板算起步,自律;行動力;活力;身心平衡
昨晚夢太多起來像沒睡我做四七八呼吸三輪,助眠;鎮定;安神;身心平衡
窗外陰雨綿綿我點一盞暖色檯燈換心情,家居;平衡氣場;安神;正能量
牙膏擠太多我笑一下今天別太用力,自我療癒;正能量;安神;彈性
手機想抓我我把它丟到書櫃的第二層,邊界;自律;專注;冷靜
通勤車廂像沙丁魚我盯著窗縫那條直線,鎮定;安神;身心平衡;靜心
清單像瀑布我圈出三件今天必達,清晰;決斷;策略;專注
第一封信很難開頭我先寫最後一句把路鋪好,表達;清晰;智慧;事業
咖啡一口悶心跳上去我改慢啜搭配四拍吐氣,健康;鎮定;安神;身心平衡
坐久屁股麻我站起來做十次提踵,健康;活力;身心平衡;工具化
鍵盤敲到手緊我做手腕八字兩回合,健康;保平安;身心平衡;舒壓
訊息轟炸我設定上午下午各一段回覆窗,邊界;效率;專注;冷靜
第一場會議跑題我把結果依據下一步寫上白板,事業;表達;清晰;決斷
同事丟來模糊需求我請他一句話說完期待,人際;表達;智慧;清晰
資料七散八落我用YYYYMMDD_主題命名統一,工具化;清晰;效率;事業
寫到卡關我把段落拆成卡片重排,創意;表達;策略;清晰
腦袋過熱像冒煙我到茶水間用冷水沖手腕十秒,鎮定;安神;身心平衡;保平安
眼睛乾到發澀我看窗外二十秒再回來,健康;工具化;保平安;自律
午餐想大吃我先喝一碗湯讓胃有感,健康;理性;自律;身心平衡
午後腦霧罩頂我走樓梯兩層把心跳帶起來,活力;健康;身心平衡;正能量
待辦像雪球我把任務切到五分鐘一塊,策略;清晰;行動力;專注
被問到不熟我直接說查完幾點回覆,表達;自信;智慧;人際
收到尖銳回饋我先請對方舉例再決定動作,人際;表達;智慧;冷靜
會議繞圈圈我喊停做決策表列維度,事業;決斷;清晰;策略
手又想摸手機我把它放到另一個房間,邊界;自律;專注;冷靜
情緒被勾我對自己說先安全,安神;保平安;穩定情緒;自我療癒
下午能量跌我站起來喝水走十步,活力;健康;身心平衡;工具化
臨時任務插隊我確認優先序再重排,策略;決斷;清晰;事業
被誤會心很悶我把時序寫清楚再談,表達;保平安;智慧;冷靜
簡報太花眼我刪到一訊息一頁,表達;清晰;事業;保護
按送出前我大聲朗讀一遍,表達;清晰;冷靜;保平安
下班像被榨乾我做三分鐘重置儀式,安神;家居;身心平衡;自律
回家玄關卡卡我把鞋尖朝外迎光,家居;開運;平衡氣場;淨化
冰箱存太久我清掉失效食材重置,家居;淨化;健康;清晰
客廳發冷我換2700K暖燈,家居;安神;平衡氣場;舒壓
書桌抽屜塞爆我只留常用工具其餘打包,家居;清晰;淨化;效率
夜裡腦內小劇場開演我寫三件感謝再睡,助眠;自我療癒;安神;正能量
睡不著一直翻我把吐氣拉長兩倍,助眠;鎮定;安神;身心平衡
半夜驚醒怕黑我摸摸胸口說我在,自愛;安神;保平安;助眠
早起像拖拉機我做十五次深蹲點火,活力;健康;身心平衡;動力
想買漂亮東西我問它到底解決什麼,理性;財富;清晰;自律
刷到超跑影片心癢我回到我的資產配置表,財富;理性;清晰;保平安
朋友升職洗版我列今年三個里程碑,自信;成長;事業;清晰
準備面試前我寫三個反問問題,事業;表達;自信;智慧
要談薪資我先訂區間與底線,事業;策略;清晰;自信
寫履歷時我用數字搭動詞呈現,事業;表達;清晰;策略
英文口說會卡我練三句萬用開場,學習;自信;表達;智慧
閱讀太密我用SQ3R跑流程,學習;策略;記憶力;成長
單字會飛走我用間隔重複把它綁住,記憶力;學習;自律;效率
考試倒數壓力重我先做最拿手那題,學習;決斷;自信;專注
備考心慌我自測一回當暖身,學習;自律;成長;冷靜
寫作沒靈感我先寫中心句再鋪陳,表達;清晰;學習;專注
社群太吵我限定兩段查看時段,邊界;自律;冷靜;專注
看到財富自由標題我只看自己的曲線,財富;理性;清晰;自律
想靠偏財翻身我先補滿急用金,財富;保平安;理性;自律
被比較快窒息我只跟昨天自己比,自我療癒;自信;成長;穩定情緒
怒氣上頭我去樓梯間走兩圈,釋放;鎮定;身心平衡;安神
真的想罵人我把話敲進草稿不送出,釋放;邊界;冷靜;安神
有人越線我回這題我不接,邊界;保護;表達;冷靜
聚餐社恐開啟我準備三個安全問題,人際;勇氣;表達;魅力
對話走偏我用我訊息陳述影響,人際;表達;智慧;冷靜
伴侶沉默我陪他十分鐘再談,愛情;支持;人際;安神
家人追問太緊我說明我需要空間,家庭;邊界;表達;保護
想念朋友我寄一段語音問候,人脈;人緣;愛;表達
獨處太久我報名小型活動,人脈;勇氣;人際;成長
社交過量我安排無手機散步,邊界;安神;身心平衡;自愛
覺得無趣我列十件微喜歡清單,自我療癒;清晰;成長;正能量
想提升魅力我練眼神三秒停留,魅力;自信;人際;愛
穿搭亂七八糟我做五件膠囊衣櫃,清晰;決斷;魅力;自信
說話太急我在句點停兩拍,表達;魅力;自信;智慧
房間悶悶的我對流開兩扇窗,家居;淨化;平衡氣場;安神
玄關堵住我清出走道迎光,家居;開運;淨化;清晰
地板有點黏我用一首歌把地拖完,家居;工具化;行動力;淨化
衣堆像山我限時十分鐘折好,家居;效率;行動力;清晰
想換運我洗窗簾與床單,開運;家居;淨化;平衡氣場
煩躁像小雷雨我泡手於溫水兩分鐘,安神;身心平衡;舒壓;鎮定
心口空空的我喝一碗熱湯讓自己回來,自我療癒;安神;舒壓;身心平衡
腦袋吵到不行我戴耳罩加白噪音,靜心;專注;邊界;安神
肩頸像石頭我用網球靠牆點壓,健康;釋放;身心平衡;安神
晚餐想報復性進食我先喝水再決定,健康;理性;身心平衡;自律
宵夜誘惑敲門我刷牙關廚房燈,助眠;自律;健康;安神
難睡的夜我把所有小燈貼膠帶遮住,助眠;家居;安神;保平安
早起沒電我換上喜歡的襪子就有火花,自愛;正能量;動力;魅力
晨間拖拉我放一首節奏歌開場,活力;動力;身心平衡;正能量
第一步最難我對自己說先五分鐘,行動力;自律;專注;彈性
專注容易散我跑番茄三輪再休息,專注;工具化;效率;自律
寫到亂掉我把提綱寫成便條貼,清晰;表達;工具化;專注
圖表難懂我補註釋來源與單位,表達;清晰;智慧;保護
專案老延我加緩衝與回滾劇本,保平安;策略;事業;清晰
客訴來了我先致歉對齊事實再提方案,人際;表達;智慧;冷靜
合作不順我把RACI畫清楚,事業;清晰;策略;保平安
工作像旋轉木馬我定無會日守住深工,事業;邊界;專注;清晰
簡報前心抖我在空教室走位排練,自信;表達;事業;鎮定
直播怕斷我備兩路網路,保平安;工具化;事業;清晰
內容轉換差我檢查落地頁承接,事業;清晰;智慧;效率
要報價我附範圍版本差異避免誤會,事業;邊界;表達;保護
影像節奏抓不到我先定鼓點再排畫面,創意;工具化;表達;清晰
照片色偏歪掉我用灰卡抓白平衡,工具化;保護;清晰;智慧
拍攝卡鏡頭我換角度與高度試試,創意;彈性;視野;成長
文案不黏我寫十句廢稿再挑一,創意;表達;成長;清晰
點子太多我用影響力乘可行性矩陣,策略;決斷;清晰;智慧
社群互動冷我開限動問答暖場,人脈;魅力;表達;動力
人脈想擴我帶名牌參加小聚,人脈;勇氣;魅力;表達
記不住名字我在對話裡重複一次,人際;人緣;魅力;智慧
朋友低潮我問要陪伴還是要方案,支持;人際;智慧;表達
家人吵起來我提議換時間再談,家庭;冷靜;邊界;智慧
伴侶情緒高我鏡像感受再一起找解,愛情;人際;表達;支持
覺得被忽略我直接說出我的需要,人際;自信;表達;智慧
覺得被控制我標示我的界線與拒絕,邊界;保護;表達;冷靜
覺得被看輕我把成果做成牆上儀表,自信;事業;表達;清晰
覺得被時間追我把任務砍半先啟動,策略;清晰;行動力;彈性
覺得被演算法帶著走我改看長內容,學習;邊界;自律;冷靜
覺得被錢綁住我做零基預算分袋管理,財富;清晰;自律;招財
覺得被雜物纏我丟十樣沒用的東西,家居;淨化;清晰;開運
覺得被聲音淹我戴耳塞閉眼三十秒,靜心;安神;身心平衡;保平安
覺得被自己批評我改用朋友語氣對話,自愛;自我療癒;安神;穩定情緒
覺得沒靈感我去看展覽偷取一顆火花,創意;視野;正能量;成長
覺得膽小我做一件微冒險,勇氣;動力;成長;自信
覺得心變硬我寫一封感謝信寄出,自我療癒;愛;表達;正能量
覺得口條鈍我開錄音自評一分鐘,表達;自信;學習;智慧
覺得姿態塌我靠牆站一分鐘重置,健康;魅力;自信;身心平衡
覺得形象亂我選一天只穿單色,清晰;魅力;自信;決斷
覺得世界太快我用底片機拍一張慢照片,靜心;安神;創意;身心平衡
覺得週末流失我安排無目的散步,安神;身心平衡;靜心;正能量
覺得夜太亮我把指示燈遮起來,助眠;家居;安神;保平安
覺得早太短我前一晚先收好包,自律;工具化;清晰;保平安
今天想溫柔我說話慢半拍加眼神,魅力;表達;人際;安神
今天想俐落我把句子砍到重點,表達;清晰;事業;智慧
今天想勇敢我主動爭取一次上台,勇氣;自信;表達;成長
今天想誠實我承認不知道並補時間,人際;智慧;表達;自信
今天想體貼我記住對方一個小細節,人際;人緣;魅力;愛
今天想可靠我準時並提前五分鐘到,事業;保平安;自律;魅力
今天想慷慨我分享一份SOP給團隊,人脈;事業;表達;愛
今天想神清我用冷水拍臉三下,活力;鎮定;安神;身心平衡
今天想專注我鎖住所有通知,專注;邊界;自律;冷靜
今天想整潔我把桌面木紋露出來,家居;淨化;清晰;正能量
今天想節制我讓購物車睡一晚,財富;自律;理性;決斷
今天想浪漫我在日落前散步十分鐘,愛;靜心;身心平衡;正能量
今天想有趣我準備一個開放式問題,人際;魅力;表達;人脈
今天想學徒我去請教一位前輩,學習;人脈;智慧;謙遜
今天想老師我把知識寫成卡片,學習;表達;記憶力;事業
今天想工匠我打磨一個關鍵細節,事業;專注;自律;成長
今天想旅人我走另一條回家路,好奇;勇氣;正能量;身心平衡
今天想收藏家我收集三個今天的綠色,記憶力;靜心;創意;正能量
今天想調香師我混合兩種香氛,自愛;安神;身心平衡;舒壓
今天想園丁我剪掉一枝枯葉,家居;淨化;平衡氣場;正能量
今天想工程師我把流程做成自動化,效率;工具化;事業;清晰
今天想設計師我用大留白讓訊息落地,表達;清晰;事業;美感
今天想導演我用三幕式說完故事,表達;事業;智慧;清晰
今天想財務長我盤點資產負債表,財富;清晰;理性;招財
今天想教練我給自己一個可達挑戰,成長;動力;行動力;自律
今天想研究員我檢索三篇一手文獻,學習;視野;智慧;清晰
今天想詩人我寫一行關於風的句子,表達;創意;靜心;正能量
今天想木匠我把椅子螺絲鎖緊,家居;保平安;工具化;清晰
今天想航海士我看一會兒地平線,靜心;安神;身心平衡;視野
今天想音樂人我用拍手找到節奏,活力;身心平衡;創意;安神
今天想攝影師我練一比三構圖,學習;創意;表達;清晰
今天想廚師我試新的調味比例,家居;創意;健康;成長
今天想調酒師我做一杯無酒精特調,健康;身心平衡;安神;自愛
今天想策展人我把桌面按色譜排開,家居;清晰;美感;平衡氣場
看到路邊花我停下來聞一下,靜心;自愛;安神;正能量
看到藍天我把肩膀往下沉,身心平衡;鎮定;安神;舒壓
聽到喇叭很吵我深呼吸三次再走,鎮定;安神;保平安;冷靜
遇到塞車我播放長內容沉浸,學習;邊界;自律;專注
遇到排隊我練核心與站姿,健康;魅力;自信;身心平衡
遇到冷風我把圍巾圍高一點,保平安;自愛;健康;安神
遇到小確幸我拍照存進好事夾,記憶力;正能量;自我療癒;表達
遇到壞消息我只處理可控範圍,冷靜;清晰;策略;保護
遇到誤解我先重述我聽見的,人際;表達;智慧;冷靜
遇到邀約我查日曆後再回覆,邊界;保平安;表達;人際
午后下雨心也潮我把播放清單換成爵士,安神;舒壓;靜心;身心平衡
晚風剛剛好我去樓下走十分鐘,安神;身心平衡;正能量;舒壓
星光不多我還是抬頭數三顆,靜心;助眠;安神;自我療癒
睡前腦太吵我把雜念寫在紙上收進抽屜,助眠;釋放;安神;清晰
隔天要早起我九點半就熄燈,助眠;自律;健康;身心平衡
想要好皮膚我喝兩杯白開水,健康;自律;身心平衡;自愛
想要更有力我練三組深蹲,健康;活力;身心平衡;自律
想要好口條我讀新聞給自己聽,表達;學習;自信;智慧
想要記更久我畫心智圖,記憶力;學習;清晰;創意
想要專注更穩我關通知戴耳罩,專注;邊界;工具化;冷靜
想要人緣更好我稱呼對方名字,人緣;人際;魅力;愛
想要桃花甜甜我練真誠讚美,愛情;人緣;魅力;表達
想要財運穩我先記帳再消費,財富;招財;自律;理性
想要平安無事我檢查瓦斯門鎖,保平安;家居;保護;清晰
想要助孕安心我與伴侶建立晚安儀式,健康;保平安;身心平衡;安神
想要開運我整理玄關讓入口明亮,開運;家居;平衡氣場;淨化
看到推播血拼我把購物車留過夜再看,財富;自律;理性;決斷
刷到豪宅巡禮我回到現金流規劃表,財富;理性;清晰;保平安
路過彩券行手癢我先確認急用金滿不滿,財富;理性;保平安;自律
被邀分期零利率我問自己真的需要嗎,理性;財富;邊界;清晰
想投資卻慌我檢查資產配置比例,財富;清晰;理性;保平安
想開副業我先做一頁式驗證,事業;策略;行動力;清晰
想提高轉換我把價值主張寫一句話,事業;表達;清晰;策略
想更懂顧客我做三個情境訪談,事業;智慧;人際;清晰
想穩住出貨我設截單時點與緩衝,事業;效率;保平安;策略
想降低退貨我做尺寸與材質說明圖,表達;保護;事業;清晰
想提升口碑我做購後三日關懷,人脈;人際;事業;人緣
想增加回流我設會員生日禮,事業;人緣;人脈;愛
想拉高單價我用加值組合非折扣,事業;策略;財富;清晰
想控庫存我做ABC分類與週盤點,事業;效率;工具化;清晰
想讓網站更穩我加監測與備援,保平安;工具化;事業;清晰
想縮短客服時間我做FAQ與快捷回覆,事業;效率;工具化;表達
想把品牌說清楚我寫一句使命與一段故事,表達;清晰;魅力;事業
想做內容長青我寫清單式教學,表達;學習;事業;智慧
想上架更快我用模板批次填寫,效率;工具化;事業;清晰
想讓照片更亮我在窗邊取景加反光板,創意;工具化;表達;清晰
想讓影片更穩我用腳架與固定節拍,工具化;表達;創意;清晰
想讓直播更順我備份電源與網路線,保平安;工具化;事業;清晰
想讓文案更入心我用痛點解法承諾三步,表達;策略;事業;清晰
想讓活動更熱我設早鳥與好友帶友,人脈;事業;人緣;動力
想讓社群更暖我每天真誠回三則留言,人際;人緣;魅力;表達
想讓評價更好我把負評當改善清單,成長;智慧;事業;清晰
想讓自己更穩我每天一段無聲時光,靜心;安神;身心平衡;自律
想讓家更呼吸我每週開窗對流十分鐘,家居;平衡氣場;淨化;安神
想讓身體更輕我晚餐後散步二十分鐘,健康;身心平衡;安神;活力
想讓心更軟我對陌生人說一句溫柔的話,人際;愛;人緣;魅力
想讓腦更亮我背一段詩再關燈,記憶力;學習;靜心;助眠
想讓夜更靜我把手機留在客廳,助眠;邊界;安神;保平安
覺得人生好像卡關我做一件微冒險換氣,勇氣;動力;正能量;成長
覺得今天很普通我把普通過得很用心,自愛;正能量;靜心;成長
覺得自己還不夠好我也承認我已經很好,自我療癒;自信;安神;正能量
覺得外界好吵我把注意力收回到腳底,身心平衡;鎮定;安神;靜心
覺得明天很遠我完成今天的一小步,行動力;專注;動力;自律
心情像灰色我穿一點搶眼顏色,魅力;自信;正能量;活力
腦袋像棉花我做二十次開合跳,活力;健康;身心平衡;動力
背包很重我清掉多餘的收據,家居;淨化;清晰;效率
鞋子不舒服我換上好走的鞋,保平安;健康;行動力;身心平衡
耳機沒電我學著和街聲共處,靜心;安神;身心平衡;彈性
雨停了我去踩水窪的倒影,創意;靜心;正能量;身心平衡
陽光穿雲我把影子踩在腳下,自信;魅力;正能量;玩心
風吹到臉我讓呼吸跟它一起慢下來,鎮定;安神;身心平衡;靜心
路邊小店播老歌我跟著口型默唱,自我療癒;正能量;舒壓;魅力
樓上有人彈琴我在樓下當觀眾,人際;靜心;安神;正能量
陌生人向我問路我用笑容搭地圖,人緣;魅力;人脈;表達
捷運到站我把位置讓給需要的人,愛;人緣;人脈;正能量
公園長椅曬著我坐下感謝一下今天,自我療癒;靜心;正能量;安神
回家要開門我先把今天留在門外,邊界;安神;身心平衡;自愛
廚房水槽空空我也把腦袋洗洗,家居;淨化;清晰;安神
浴室熱氣繞我在鏡子上畫笑臉,自我療癒;正能量;自愛;魅力
枕頭有點涼我把臉貼上去,助眠;安神;身心平衡;靜心
眼皮慢慢重我跟自己說辛苦了晚安,助眠;自愛;安神;正能量
隔天早晨我還要把今天過好,動力;成長;專注;自律
靠北又被會議連環消耗我中途直接時間盒拉回,事業;邊界;決斷;清晰
幹手機超吵我把所有通知一次關掉,邊界;自律;冷靜;專注
媽的簡報不聽人說話我把一頁一訊息硬砍,表達;清晰;事業;策略
靠邀網速爛我立刻開離線任務清單,彈性;效率;專注;保平安
X的自制力快破功我把手機鎖進抽屜一小時,邊界;自律;冷靜;專注
今天運勢一般我靠整理玄關拉光進來,開運;家居;平衡氣場;淨化
桃花想甜我練真誠稱讚與眼神,愛情;人緣;魅力;自信
招財想穩我自動轉存加記帳,財富;招財;自律;清晰
保平安想安心我檢查滅火器有效期,保平安;家居;保護;清晰
助孕想放鬆我安排每週一次無電子散步,健康;身心平衡;安神;保平安

早上天灰灰我先把床鋪平讓腦袋有起點,自律;清晰;正能量;安神
枕邊水一口下肚我對自己說早安隊長,動力;自信;正能量;自愛
鬧鐘按掉還想睡我坐起來數到十再站起,行動力;自律;身心平衡;助眠
窗外下雨我換成防水鞋不讓情緒淋濕,保平安;邊界;穩定情緒;正能量
手機想抓走我注意力我用實體錶定番茄鐘,工具化;專注;自律;冷靜
通勤剛好沒位我做腹式呼吸讓心穩住,鎮定;安神;身心平衡;抗焦慮
清單太長我把今天三件最重要貼在螢幕旁,清晰;決斷;策略;專注
第一封回不出來我先寫收件人想看到的結果,表達;智慧;事業;清晰
咖啡太濃我改半糖半牛奶善待神經,健康;身心平衡;安神;自愛
肩頸緊我做五圈肩胛繞環,健康;舒壓;身心平衡;保平安
手指僵我用軟球捏十下再上工,健康;工具化;專注;舒壓
信箱未讀爆我用兩分鐘規則先清短件,效率;行動力;清晰;決斷
會議一開始我先對齊議程與結束時間,事業;清晰;決斷;效率
需求講不清我請他用一句話描述成效,人際;表達;智慧;清晰
文件散落我建立YYYYMM_專案資料夾,工具化;清晰;效率;事業
段落寫不順我把小標先列出再填肉,表達;清晰;策略;專注
腦溫過熱我洗冷水手腕十秒降頻,鎮定;安神;身心平衡;保平安
視線酸我看20公尺遠20秒,健康;自律;工具化;保平安
午餐快失控我先喝湯再決定主餐,健康;理性;自律;身心平衡
午後能量掉我爬兩層樓梯點火,活力;健康;身心平衡;正能量
待辦像雪球我切五分鐘任務先滾起,策略;行動力;清晰;專注
被問不熟我說我查完幾點回,表達;自信;人際;智慧
尖銳回饋刺心我請對方舉例落地,人際;智慧;表達;冷靜
會議繞圈我寫下「決策需要的證據」,事業;清晰;決斷;策略
手癢想滑我把手機移到另一個房間,邊界;自律;專注;冷靜
情緒被勾我先說我安全然後再談,安神;保平安;穩定情緒;自我療癒
下午乾掉我喝水走十步回來,活力;身心平衡;健康;工具化
臨時插隊我重排優先把影響寫出,策略;清晰;事業;決斷
誤會壓胸我列時序證據再對話,保平安;表達;智慧;冷靜
簡報太吵我砍到一頁一重點,表達;清晰;事業;保護
按送出前我朗讀一次抓口誤,表達;清晰;保平安;冷靜
下班像被榨乾我做三分鐘重置儀式,安神;自律;身心平衡;家居
到家第一步我把鑰匙放回固定盤,家居;工具化;保平安;清晰
玄關想吸好運我把鞋尖向外讓氣進來,家居;開運;平衡氣場;淨化
冰箱有歷史遺物我清掉重置秩序,家居;淨化;健康;清晰
客廳冷冷的我換暖色燈泡讓心暖,家居;安神;平衡氣場;舒壓
書桌抽屜滿我只留常用其餘收盒,家居;清晰;效率;淨化
夜裡雜音多我寫三件感謝關日,助眠;正能量;安神;自我療癒
睡不著翻面我把吐氣延長兩倍,助眠;鎮定;安神;身心平衡
半夜醒我手放胸口說我在這,自愛;助眠;安神;保平安
早起沒火我做十五次深蹲喚醒,活力;健康;動力;身心平衡
刷到折扣心癢我先問它解決什麼問題,理性;自律;財富;清晰
超跑豪宅洗版我回到資產配置表,財富;理性;清晰;保平安
朋友升遷我列我今年三件進步,成長;自信;清晰;事業
面試在即我準備三個反問,事業;表達;智慧;自信
談薪我先定區間底線與退場點,事業;策略;清晰;自信
履歷要亮我用數字動詞寫成果,事業;表達;清晰;策略
口說怕卡我練三句開場萬用句,學習;表達;自信;智慧
長文難讀我用SQ3R帶路,學習;策略;記憶力;清晰
單字老飛我用間隔重複固定,記憶力;學習;自律;效率
考試倒數我先寫把握度最高那題,學習;決斷;自信;專注
備考焦躁我自測一回暖身,學習;自律;成長;冷靜
寫作卡住我先寫中心句,表達;清晰;學習;專注
社群干擾我設兩段查看窗,邊界;自律;冷靜;專注
財富自由標題很吵我只看自己的曲線,財富;理性;清晰;自律
想靠偏財我先補滿急用金,財富;保平安;理性;自律
被比較刺我我只和昨天的我比,自我療癒;自信;成長;穩定情緒
怒火上來我去樓梯間繞兩圈,釋放;鎮定;身心平衡;安神
想爆粗我把話打進草稿不送,釋放;邊界;冷靜;安神
對方越線我說這題我先不接,邊界;表達;保護;冷靜
聚餐社恐我準備三個安全問題,人際;勇氣;魅力;表達
對話升溫我用我訊息陳述影響,人際;表達;智慧;冷靜
伴侶沉默我陪他十分快再談,愛情;支持;人際;安神
家人一直問我說明需要空間,家庭;邊界;表達;保護
想朋友我錄一段語音問候,人脈;人緣;愛;表達
獨處太久我報名一場小聚,人脈;勇氣;人際;成長
社交過量我安排無手機散步,邊界;安神;身心平衡;自愛
覺得無趣我列十件微喜歡,自我療癒;清晰;成長;正能量
提升魅力我練三秒眼神停留,魅力;自信;人際;愛
穿搭混亂我做五件膠囊衣櫃,決斷;清晰;魅力;自信
語速太快我在句點停兩拍,表達;智慧;自信;魅力
房間悶我開對流讓空氣走動,家居;平衡氣場;淨化;安神
玄關卡卡我清出走道迎光進來,開運;家居;淨化;平衡氣場
地板黏我用一首歌把地拖完,家居;工具化;行動力;淨化
衣堆成山我限時十分鐘折完,家居;效率;行動力;清晰
想換運我洗窗簾床單重置,開運;家居;淨化;平衡氣場
煩躁像雨我泡手於溫水兩分鐘,安神;身心平衡;舒壓;鎮定
心口空洞我喝一碗熱湯回來,自我療癒;安神;舒壓;身心平衡
腦吵我戴耳罩＋白噪音,靜心;專注;邊界;安神
肩甲緊我用網球靠牆點壓,健康;釋放;身心平衡;安神
晚餐想報復性吃我先喝水再決定,健康;理性;自律;身心平衡
宵夜誘惑我刷牙關廚房燈,助眠;自律;健康;安神
難睡夜我把電器指示燈貼起,助眠;家居;安神;保平安
早起沒電我穿喜歡的襪子,自愛;正能量;魅力;動力
晨間拖拉我放節奏歌開始,活力;動力;正能量;身心平衡
第一步最難我只做五分鐘起頭,行動力;自律;專注;彈性
專注散我跑番茄三輪,專注;效率;工具化;自律
寫到亂我用便條貼列提綱,清晰;表達;工具化;專注
圖表難懂我加註釋與單位,表達;清晰;智慧;保護
專案常延我加緩衝與回滾劇本,保平安;策略;事業;清晰
客訴來我先致歉對齊事實,人際;表達;智慧;冷靜
合作卡我把RACI畫清楚,事業;清晰;策略;保平安
簡報前心抖我在空教室走位,表達;自信;鎮定;事業
直播怕斷我備兩路網路與UPS,保平安;工具化;事業;清晰
轉換差我檢查落地頁承接,事業;效率;清晰;智慧
要報價我附範圍與版本差異,事業;邊界;表達;保護
影像節奏卡我先定鼓點再剪,創意;工具化;表達;清晰
色偏歪我用灰卡抓白平衡,工具化;智慧;保護;清晰
拍攝卡鏡我換角度高度試試,創意;視野;彈性;成長
文案不黏我寫十句廢稿再挑,創意;表達;清晰;成長
點子太多我用影響x可行矩陣,策略;決斷;清晰;智慧
社群冷我開限動問答暖場,人脈;人緣;表達;動力
人脈想擴我帶名牌參加小聚,人脈;勇氣;魅力;表達
記名困難我在對話重複對方名字,人際;人緣;魅力;智慧
朋友低潮我問要陪伴還是方案,支持;人際;智慧;表達
家人爭執我提議改天再談,家庭;冷靜;邊界;智慧
伴侶情緒高我鏡像感受再找解法,愛情;支持;表達;人際
覺得被忽略我直接說我的需要,人際;自信;表達;智慧
覺得被控制我標示界線說清楚,邊界;保護;表達;冷靜
覺得被看輕我把成果做成儀表牆,自信;事業;表達;清晰
覺得被時間追我砍半任務先啟動,策略;清晰;行動力;彈性
覺得被演算法牽我改看長內容,學習;邊界;自律;冷靜
覺得被錢綁我做零基預算分袋,財富;清晰;招財;自律
覺得被雜物纏我丟十樣無用物,家居;淨化;清晰;開運
覺得聲音太吵我戴耳塞閉眼三十秒,靜心;安神;身心平衡;保平安
覺得自己太挑剔我改用朋友語氣對我,自愛;自我療癒;安神;穩定情緒
沒靈感我去看展偷一顆火花,創意;視野;正能量;成長
覺得膽小我安排一件微冒險,勇氣;動力;自信;成長
